Country_Name,Country_Code,Time,Time_Code,Internet_users_per100person,Fixed_broadband_subscriptions,Fixed_broadband_subscriptions_per100people,Fixed_telephone_subscriptions,Fixed_telephone_subscriptions_per100people,ICT_goods_exports_%_total_goods_exports,ICT_goods_imports_%_total_goods_imports,ICT_service_exports_%_of_service_exports,ICT_service_exports_current_US$,Mobile_cellular_subscriptions,Mobile_cellular_subscriptions_per_100_people,Secure_Internet_servers,Secure_Internet_servers_per_1million_people
Belgium,BEL,1999,YR1999,13.77221446,23000,0.22455567,5008640,48.90080488,..,..,..,..,3186602,31.11171947,..,..
Belgium,BEL,2000,YR2000,29.43169169,144215,1.404457178,5036422,49.04787318,6.129829215,7.225605054,..,..,5629000,54.81877375,..,..
Belgium,BEL,2001,YR2001,31.28839551,460011,4.465790195,5131694,49.81852336,6.018326131,7.167709251,..,..,7697000,74.72253301,342,33.24723401
Belgium,BEL,2002,YR2002,46.33,815418,7.886840554,4931600,47.69914679,4.510628383,5.764860938,35.06316333,13690626057,8101777,78.36155617,..,..
Belgium,BEL,2003,YR2003,49.97,1242928,11.96854719,4875000,46.94291828,4.545905413,5.483441814,35.38683333,16360086666,8605834,82.86829993,576,55.51201011
Belgium,BEL,2004,YR2004,53.86,1619944,15.51525303,4801000,45.98228691,4.18198384,5.065544106,34.46860786,18645302820,9131705,87.46025396,946,90.77704285
Belgium,BEL,2005,YR2005,55.82,2010584,19.13369521,4794583,45.62758373,3.855154509,4.639221645,34.48483503,19750069329,9604695,91.40294897,1235,117.8590648
Belgium,BEL,2006,YR2006,59.72,2451585,23.15496115,4727800,44.65357119,3.320478923,4.15421623,32.87104296,19900884755,9847375,93.00741585,1535,145.5257975
Belgium,BEL,2007,YR2007,64.44,2729624,25.56292539,4847263,45.39461202,2.698808986,3.793277522,31.17963572,23073042526,10738121,100.5624899,2041,192.0814629
Belgium,BEL,2008,YR2008,66,2982500,27.68605306,4734517,43.94973642,2.583076937,3.561517575,31.77239926,30820892462,11341704,105.283158,2678,250.0473157
Belgium,BEL,2009,YR2009,70,3153262,29.02903684,4636079,42.6799004,2.495082728,3.865426881,37.59694482,34704062517,11775240,108.4032585,3348,310.1006966
Belgium,BEL,2010,YR2010,75,3373143,30.82948735,4639780,42.40615913,2.334188957,3.530765505,37.57370956,37007887341,12154041,111.0841886,5329,489.0971445
Belgium,BEL,2011,YR2011,81.609996,3543759,32.1965793,4634252,42.10417864,2.19186281,3.404014051,38.67522452,40701739452,12495934,113.5309512,6600,597.4070362
Belgium,BEL,2012,YR2012,80.71999055,3692009,33.3813498,4634782,41.90544475,2.057409748,3.095875549,40.88385838,43501133898,12313375,111.3315482,7505,674.4099654
Belgium,BEL,2013,YR2013,82.1702,3828918,34.48085259,4586500,41.3031646,1.736129144,2.75396487,44.67456012,50635825723,12315217,110.9031799,8256,738.2755168
Belgium,BEL,2014,YR2014,85,4011201,35.99290946,4532475,40.67035341,1.752127408,2.880150326,45.84617626,57328390675,12734724,114.2699575,9589,853.7813324
Belgium,BEL,2015,YR2015,85.0529,4121049,36.84966063,4488711,40.13722647,..,..,46.12207523,52128469580,12938176,115.6907852,11025,976.898153
Belgium,BEL,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1970,YR1970,..,..,..,863000,18.73342103,..,..,..,..,0,0,..,..
Finland,FIN,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1975,YR1975,..,..,..,1353000,28.71721902,..,..,..,..,0,0,..,..
Finland,FIN,1976,YR1976,..,..,..,1430000,30.2530061,..,..,..,..,0,0,..,..
Finland,FIN,1977,YR1977,..,..,..,1493000,31.50487587,..,..,..,..,0,0,..,..
Finland,FIN,1978,YR1978,..,..,..,1561000,32.86357301,..,..,..,..,0,0,..,..
Finland,FIN,1979,YR1979,..,..,..,1646000,34.55980757,..,..,..,..,0,0,..,..
Finland,FIN,1980,YR1980,..,..,..,1739954,36.40486968,..,..,..,..,23482,0.491311351,..,..
Finland,FIN,1981,YR1981,..,..,..,1838000,38.2844963,..,..,..,..,28278,0.589014682,..,..
Finland,FIN,1982,YR1982,..,..,..,1928000,39.94915186,..,..,..,..,33880,0.70201103,..,..
Finland,FIN,1983,YR1983,..,..,..,2021000,41.64266187,..,..,..,..,42226,0.870065829,..,..
Finland,FIN,1984,YR1984,..,..,..,2104000,43.12162882,..,..,..,..,52010,1.065948629,..,..
Finland,FIN,1985,YR1985,..,..,..,2189677,44.66705792,..,..,..,..,67639,1.37976292,..,..
Finland,FIN,1986,YR1986,..,..,..,2272000,46.16672895,..,..,28.6313475,770902683.3,85300,1.733284322,..,..
Finland,FIN,1987,YR1987,..,..,..,2365000,47.90107223,..,..,27.08586701,940760528.5,105860,2.144104654,..,..
Finland,FIN,1988,YR1988,..,..,..,2470000,49.87998512,..,..,24.67486327,964772971.7,138160,2.790048075,..,..
Finland,FIN,1989,YR1989,..,..,..,2582000,51.97496828,..,..,32.84691238,1342358556,190031,3.82527312,..,..
Finland,FIN,1990,YR1990,0.40108767,..,..,2669697,53.536293,..,..,32.76128392,1541895258,257872,5.171190195,..,..
Finland,FIN,1991,YR1991,1.397439332,..,..,2717600,54.25021575,..,..,35.60132436,1433524036,319137,6.370787129,..,..
Finland,FIN,1992,YR1992,1.88687977,..,..,2742046,54.46080536,..,..,35.98321494,1620024527,386021,7.666908049,..,..
Finland,FIN,1993,YR1993,2.568461349,..,..,2763132,54.59154612,..,..,33.39097649,1468796571,489174,9.664672185,..,..
Finland,FIN,1994,YR1994,4.915098554,..,..,2801000,55.06734593,..,..,38.3226044,2067482023,675565,13.28153215,..,..
Finland,FIN,1995,YR1995,13.90030389,..,..,2810000,55.00985087,..,..,42.23359235,3119487895,1039126,20.34240794,..,..
Finland,FIN,1996,YR1996,16.78007526,..,..,2842000,55.44261329,..,..,45.51896137,3236719715,1502003,29.30153817,..,..
Finland,FIN,1997,YR1997,19.4586828,..,..,2861000,55.65330384,..,..,43.59269962,2894666861,2162574,42.06724499,..,..
Finland,FIN,1998,YR1998,25.45252493,..,..,2841497,55.14012671,..,..,44.27023049,2693538479,2845985,55.22721773,..,..
Finland,FIN,1999,YR1999,32.29509229,..,..,2850305,55.18734583,..,..,34.72942578,2264889859,3273433,63.37991163,..,..
Finland,FIN,2000,YR2000,37.24846174,35000,0.676134873,2848809,55.0336889,23.5539548,16.62786563,42.1015123,3253602327,3728625,72.03009689,..,..
Finland,FIN,2001,YR2001,43.10536335,134000,2.582719295,2806172,54.08622813,19.91259642,15.3401583,56.02540121,5157302232,4175587,80.48036651,498,95.99059986
Finland,FIN,2002,YR2002,62.43,273500,5.259353428,2725607,52.41290866,20.02048487,14.42581767,35.82224836,2335262370,4516772,86.85667387,..,..
Finland,FIN,2003,YR2003,69.22,491100,9.420294164,2567592,49.25162275,19.0946454,12.92637567,35.06095747,2697971542,4747126,91.05950591,932,178.7833296
Finland,FIN,2004,YR2004,72.39,800000,15.30122372,2368000,45.2916222,17.09094386,12.61605737,32.83599419,3149162908,4988000,95.40312987,1283,245.4012607
Finland,FIN,2005,YR2005,74.48,1174200,22.38119781,2120000,40.40890765,20.29106848,14.29228609,32.29572268,3961169892,5270000,100.450445,1617,308.2292051
Finland,FIN,2006,YR2006,79.66,1429000,27.12698638,1910000,36.25790342,17.13534939,13.33873341,..,..,5670000,107.6347185,2001,379.9654708
Finland,FIN,2007,YR2007,80.78,1617000,30.55404864,1740000,32.87819705,15.58390344,12.35818503,..,..,6080000,114.8847345,2871,542.8534693
Finland,FIN,2008,YR2008,83.67,1618000,30.42327271,1650000,31.02496908,14.88244697,11.04582862,..,..,6830000,128.424569,3635,684.119525
Finland,FIN,2009,YR2009,82.49,1565600,29.29680739,1430000,26.75934757,10.72979589,10.17553026,..,..,7700000,144.0887946,4283,802.229535
Finland,FIN,2010,YR2010,86.89,1559400,29.05158697,1250000,23.28747192,6.364623127,8.227328024,..,..,8390000,156.3055115,6680,1245.489761
Finland,FIN,2011,YR2011,88.70999491,1606000,29.80098288,1080000,20.04051152,4.917919935,7.133988914,..,..,8940000,165.8909009,8009,1486.376337
Finland,FIN,2012,YR2012,89.87999797,1647600,30.46335135,889500,16.44643786,3.978466054,6.909321873,39.58997877,11379207450,9320000,172.3224293,8731,1612.679492
Finland,FIN,2013,YR2013,91.5144,1720200,31.7010248,752200,13.86205723,2.309024169,5.769328732,38.39758498,11420396804,7411200,136.578674,8414,1546.983511
Finland,FIN,2014,YR2014,92.38,1758500,32.30460125,638800,11.73510337,2.617330743,6.238646567,46.64040289,13334148644,7602600,139.6638962,9787,1791.994598
Finland,FIN,2015,YR2015,92.6513,1731000,31.69985965,537000,9.834098574,..,..,50.23333639,12534504516,7399100,135.4999604,9767,1781.644808
Finland,FIN,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1970,YR1970,..,..,..,4268000,8.417498955,..,..,..,..,0,0,..,..
France,FRA,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,1975,YR1975,..,..,..,7099000,13.44749019,..,..,..,..,0,0,..,..
France,FRA,1976,YR1976,..,..,..,8444000,15.90819547,..,..,..,..,0,0,..,..
France,FRA,1977,YR1977,..,..,..,10060000,18.8700105,..,..,..,..,0,0,..,..
France,FRA,1978,YR1978,..,..,..,12010000,22.44363997,..,..,..,..,0,0,..,..
France,FRA,1979,YR1979,..,..,..,13959000,25.98802239,..,..,..,..,0,0,..,..
France,FRA,1980,YR1980,..,..,..,15898000,29.47280497,..,..,..,..,0,0,..,..
France,FRA,1981,YR1981,..,..,..,17743000,32.73426474,..,..,..,..,0,0,..,..
France,FRA,1982,YR1982,..,..,..,19478000,35.74521337,..,..,..,..,0,0,..,..
France,FRA,1983,YR1983,..,..,..,20942000,38.21702243,..,..,..,..,0,0,..,..
France,FRA,1984,YR1984,..,..,..,22086286,40.07764794,..,..,..,..,0,0,..,..
France,FRA,1985,YR1985,..,..,..,23030564,41.5605779,..,..,..,..,0,0,..,..
France,FRA,1986,YR1986,..,..,..,23911096,42.91730305,..,..,..,..,9055,0.016252546,..,..
France,FRA,1987,YR1987,..,..,..,24803608,44.2833076,..,..,..,..,39234,0.070046716,..,..
France,FRA,1988,YR1988,..,..,..,25827282,45.87338448,..,..,33.53466231,18594776363,98332,0.174653362,..,..
France,FRA,1989,YR1989,..,..,..,26942452,47.61808582,..,..,30.95619415,18720018919,178400,0.315304135,..,..
France,FRA,1990,YR1990,0.052777862,..,..,28084922,49.40553029,..,..,29.81613156,23157902266,283200,0.498190672,..,..
France,FRA,1991,YR1991,0.140113895,..,..,29100000,50.96500664,..,..,30.11275691,24287396965,375000,0.656765549,..,..
France,FRA,1992,YR1992,0.279049463,..,..,30100000,52.49472367,..,..,22.10647383,20412506138,436700,0.761609496,..,..
France,FRA,1993,YR1993,0.590619383,..,..,30900000,53.67379682,..,..,27.22121773,23459596093,572000,0.993573197,..,..
France,FRA,1994,YR1994,0.899867425,..,..,31700000,54.85159978,..,..,28.10117958,22992920969,883000,1.527885256,..,..
France,FRA,1995,YR1995,1.637947245,..,..,32400000,55.8534425,..,..,24.77027111,22818718831,1302496,2.24533597,..,..
France,FRA,1996,YR1996,2.584033979,..,..,32900000,56.5134548,..,..,23.6153768,21501741644,2462700,4.230263986,..,..
France,FRA,1997,YR1997,4.255003872,..,..,33700000,57.68737905,..,..,22.33556274,18936186200,5817300,9.958005642,..,..
France,FRA,1998,YR1998,6.319778722,13464,0.022962174,34098847,58.15386546,..,..,22.04962997,19854714781,11210100,19.11826072,..,..
France,FRA,1999,YR1999,9.125317889,55000,0.093387057,33887995,57.54000222,..,..,31.26619,33234516839,21433500,36.39293613,..,..
France,FRA,2000,YR2000,14.30792394,196601,0.332022835,33987106,57.39795467,10.80616059,11.84774515,33.20719871,32097344148,29052360,49.06407866,..,..
France,FRA,2001,YR2001,26.32590355,601500,1.009216098,34083938,57.18713034,9.084953227,10.51458064,34.94041497,35059197246,36997400,62.07543084,1641,26.74492679
France,FRA,2002,YR2002,30.18,1655000,2.756140227,34124175,56.82840569,7.749961408,9.332976402,35.97114615,40599985233,38585300,64.25770241,..,..
France,FRA,2003,YR2003,36.14,3569381,5.897109155,33913000,56.0289481,6.499469969,8.761001344,36.28604795,45707838184,41702000,68.89744917,2860,45.94755129
France,FRA,2004,YR2004,39.15,6561035,10.75534777,33703000,55.24852188,6.49355654,8.885424241,33.17196352,47355373285,44544000,73.01991391,3855,61.47845199
France,FRA,2005,YR2005,42.87,9471000,15.41379171,33707000,54.85721435,6.291307773,8.544923895,36.2677055,55585967972,48088000,78.26189586,4806,76.06915145
France,FRA,2006,YR2006,46.87,12711000,20.55291596,34125000,55.17805502,6.593913868,8.742414833,35.83212892,59273707589,51662000,83.53432024,5890,92.57894705
France,FRA,2007,YR2007,66.09,15750000,25.31711617,34800000,55.93877096,4.843067185,7.173973068,33.22648861,65397031986,55358100,88.98459991,8676,135.528133
France,FRA,2008,YR2008,70.68,17830000,28.50400464,35100000,56.11276293,4.262739711,6.539269964,33.07291372,74188836602,57972000,92.67718212,10653,165.4835209
France,FRA,2009,YR2009,71.58,19852000,31.56707101,40934000,65.08999016,4.258015795,7.07368823,33.74501325,65466101036,57918000,92.09659575,13138,203.0381731
France,FRA,2010,YR2010,77.28,21337000,33.74459556,40622000,64.24394061,4.413966003,7.333433267,34.41225069,69410075468,57785000,91.38732973,19275,296.4130013
France,FRA,2011,YR2011,77.81999899,22749000,35.77893103,40370000,63.49270059,4.266918713,6.54424563,33.80655668,80012836830,59816000,94.0767743,23171,354.6069117
France,FRA,2012,YR2012,81.44,23980000,37.50591895,39710000,62.10842542,4.083496713,6.224356742,35.51827718,83255051152,62260000,97.37775287,26867,409.1849822
France,FRA,2013,YR2013,81.9198,24940000,38.79219701,39080000,60.78584841,3.957944994,6.291329904,37.09420527,94305148843,63324000,98.49547248,32098,486.5390288
France,FRA,2014,YR2014,83.75,25969000,40.17401945,38805000,60.03129981,3.858361365,6.209418837,39.49939251,1.09E+11,65425000,101.2124157,45249,680.4776352
France,FRA,2015,YR2015,84.6945,26867000,41.34472681,38929000,59.90653479,..,..,40.64000231,98132695632,66681000,102.6131585,54069,809.3145793
France,FRA,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1970,YR1970,..,..,..,8587000,10.83024231,..,..,..,..,0,0,..,..
Germany,DEU,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1975,YR1975,..,..,..,12834000,16.09909557,..,..,..,..,0,0,..,..
Germany,DEU,1976,YR1976,..,..,..,14212000,17.84342161,..,..,..,..,0,0,..,..
Germany,DEU,1977,YR1977,..,..,..,15748000,19.79646275,..,..,..,..,0,0,..,..
Germany,DEU,1978,YR1978,..,..,..,17305000,21.78619972,..,..,..,..,0,0,..,..
Germany,DEU,1979,YR1979,..,..,..,18917000,23.8546562,..,..,..,..,0,0,..,..
Germany,DEU,1980,YR1980,..,..,..,20431600,25.80754295,..,..,..,..,0,0,..,..
Germany,DEU,1981,YR1981,..,..,..,21645900,27.38633348,..,..,..,..,0,0,..,..
Germany,DEU,1982,YR1982,..,..,..,22571600,28.59997475,..,..,..,..,0,0,..,..
Germany,DEU,1983,YR1983,..,..,..,23385600,29.66173063,..,..,..,..,0,0,..,..
Germany,DEU,1984,YR1984,..,..,..,24420600,30.9805043,..,..,..,..,0,0,..,..
Germany,DEU,1985,YR1985,..,..,..,25391800,32.18371061,..,..,..,..,1080,0.001368883,..,..
Germany,DEU,1986,YR1986,..,..,..,26189300,33.12748418,..,..,14.0447863,5392297121,23800,0.0301052,..,..
Germany,DEU,1987,YR1987,..,..,..,27007100,34.05748679,..,..,15.04219549,6939185960,48747,0.061472735,..,..
Germany,DEU,1988,YR1988,..,..,..,27823200,34.9440666,..,..,15.66545725,7414741403,98763,0.124039681,..,..
Germany,DEU,1989,YR1989,..,..,..,28847800,36.05005749,..,..,17.93810479,8993671991,163619,0.204468776,..,..
Germany,DEU,1990,YR1990,0.125892223,..,..,31887000,39.61749973,..,..,18.68636047,11460398254,272609,0.338698748,..,..
Germany,DEU,1991,YR1991,0.250274153,..,..,33559719,41.41821372,..,..,20.48818955,12200323609,532251,0.656885288,..,..
Germany,DEU,1992,YR1992,0.43528529,..,..,35420843,43.39451533,..,..,23.04502388,14866528362,971890,1.190674527,..,..
Germany,DEU,1993,YR1993,0.463635096,..,..,37000000,44.99838456,..,..,23.06315502,14057406599,1774378,2.157949827,..,..
Germany,DEU,1994,YR1994,0.922541043,..,..,38800000,46.88797331,..,..,24.12262022,15110309225,2490500,3.009651998,..,..
Germany,DEU,1995,YR1995,1.837737754,..,..,42000000,50.51247917,..,..,26.76120918,20330757651,3725000,4.479975831,..,..
Germany,DEU,1996,YR1996,3.054805234,..,..,44100000,52.88471743,..,..,25.98663215,20196244607,5512000,6.609990079,..,..
Germany,DEU,1997,YR1997,6.711087477,..,..,45200000,54.13776819,..,..,27.7422046,21994478407,8276000,9.912481627,..,..
Germany,DEU,1998,YR1998,9.877852428,..,..,46530000,55.72407307,..,..,28.60376345,23990727549,13913000,16.66213257,..,..
Germany,DEU,1999,YR1999,20.84598264,..,..,48210000,57.74283302,..,..,28.50027227,23826340439,23446000,28.08210875,..,..
Germany,DEU,2000,YR2000,30.2163466,265000,0.317317923,50220000,60.1347399,8.400429536,11.6372883,30.01393379,24945757721,48202000,57.71833398,..,..
Germany,DEU,2001,YR2001,31.65093942,2100000,2.512458775,52330000,62.60807984,8.159438012,12.48875802,31.150565,26616041288,56126000,67.14964818,5156,62.61086455
Germany,DEU,2002,YR2002,48.82,3205000,3.829830761,53670000,64.13323461,7.900164467,12.15845411,28.62695866,29232249192,59128000,70.65529898,..,..
Germany,DEU,2003,YR2003,55.9,4470000,5.334862263,54233000,64.72608168,7.388271331,11.01288661,33.95992938,39968731057,64800000,77.33760059,8451,102.3939465
Germany,DEU,2004,YR2004,64.73,7000000,8.348356001,54526000,65.02892276,7.939482154,11.27437151,32.93938806,48680602992,71322000,85.06020667,13847,167.8093505
Germany,DEU,2005,YR2005,68.71,10786800,12.86655235,54791000,65.35499592,7.897369261,11.50386171,32.89530369,52441359513,79271000,94.55486999,22610,274.1622222
Germany,DEU,2006,YR2006,72.16,14977200,17.88529494,54400000,64.96274637,7.380703672,10.92654019,32.90965892,59740786404,85652000,102.2828888,28730,348.7647216
Germany,DEU,2007,YR2007,75.16,19751400,23.63207107,53100000,63.53286218,5.893793098,8.860034623,33.93921171,71879836399,96232925,115.1403608,37803,459.5194741
Germany,DEU,2008,YR2008,78,22710136,27.23706145,50300000,60.32655158,5.091107787,7.865544756,34.90885074,84270680493,105523065,126.5575074,45143,549.7862218
Germany,DEU,2009,YR2009,79,24964600,30.01174258,53700000,64.55663525,4.853816699,8.367960832,35.95596557,80111828643,105000000,126.2280577,52494,640.9343268
Germany,DEU,2010,YR2010,82,26161950,31.51381366,52900000,63.72157819,5.08633903,9.160727123,36.55165394,83187102065,88400000,106.4836959,71312,872.0307793
Germany,DEU,2011,YR2011,81.26999954,27257096,32.88230317,51400000,62.00772023,4.602531027,7.949477321,37.5714983,94086301967,90900000,109.6595675,83639,1022.51075
Germany,DEU,2012,YR2012,82.34999847,27956700,33.76408109,50100000,60.50715795,4.506822519,7.84255455,38.36304124,96859545628,92400000,111.5940398,89335,1110.77508
Germany,DEU,2013,YR2013,84.17,28641961,34.62242132,48700000,58.86859208,4.333128609,7.359160076,38.45852614,1.05E+11,100034000,120.9211651,86340,1051.22496
Germany,DEU,2014,YR2014,86.19,29572818,35.77980739,47021000,56.89015917,4.520062225,7.742292268,39.23618267,1.14E+11,99530000,120.4201855,114865,1418.392863
Germany,DEU,2015,YR2015,87.5898,30707000,37.19265341,45352000,54.93083719,..,..,39.49469977,1.04E+11,96360000,116.7122833,143510,1762.737455
Germany,DEU,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1970,YR1970,..,..,..,6461000,12.11640313,..,..,..,..,0,0,..,..
Italy,ITA,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,1975,YR1975,..,..,..,9660000,17.53337408,..,..,..,..,0,0,..,..
Italy,ITA,1976,YR1976,..,..,..,10166000,18.3579243,..,..,..,..,0,0,..,..
Italy,ITA,1977,YR1977,..,..,..,10778000,19.37541939,..,..,..,..,0,0,..,..
Italy,ITA,1978,YR1978,..,..,..,11456000,20.51254504,..,..,..,..,0,0,..,..
Italy,ITA,1979,YR1979,..,..,..,12172000,21.71806797,..,..,..,..,0,0,..,..
Italy,ITA,1980,YR1980,..,..,..,13017000,23.15343239,..,..,..,..,0,0,..,..
Italy,ITA,1981,YR1981,..,..,..,13860000,24.58511466,..,..,..,..,0,0,..,..
Italy,ITA,1982,YR1982,..,..,..,14697780,26.00930736,..,..,..,..,0,0,..,..
Italy,ITA,1983,YR1983,..,..,..,15601029,27.55314439,..,..,..,..,0,0,..,..
Italy,ITA,1984,YR1984,..,..,..,16520763,29.13246075,..,..,..,..,0,0,..,..
Italy,ITA,1985,YR1985,..,..,..,17396112,30.64221897,..,..,..,..,6415,0.011299642,..,..
Italy,ITA,1986,YR1986,..,..,..,18252972,32.1307041,..,..,..,..,9044,0.015920152,..,..
Italy,ITA,1987,YR1987,..,..,..,19104828,33.62164261,..,..,..,..,16534,0.029097369,..,..
Italy,ITA,1988,YR1988,..,..,..,20091532,35.35728469,..,..,..,..,33609,0.059145464,..,..
Italy,ITA,1989,YR1989,..,..,..,21265518,37.42323386,..,..,..,..,66070,0.116270531,..,..
Italy,ITA,1990,YR1990,0.017544562,..,..,22350000,39.32653753,..,..,28.04497992,12966051778,266000,0.468047382,..,..
Italy,ITA,1991,YR1991,0.035063256,..,..,23071000,40.57832173,..,..,19.72628394,8439471378,568000,0.999024175,..,..
Italy,ITA,1992,YR1992,0.070053433,..,..,23709000,41.67190737,..,..,21.92957724,11824841894,783000,1.376232801,..,..
